physician_id,npi,first_name,last_name,specialty,territory_id,city,state,years_in_practice,medical_school
PH-1714,9512798312,Kathleen,Barajas,Internal Medicine,T-026,New Gail,IA,4,Chambers-Nelson Medical School
PH-1715,6019919848,Andrew,Gonzales,Internal Medicine,T-015,South Aaronhaven,WI,35,"Jennings, Tucker and Villanueva Medical School"
PH-1716,5207710740,Justin,Walker,Nephrology,T-005,Jessicafurt,NV,5,"Hernandez, Barr and Gutierrez Medical School"
PH-1717,0511090070,Lisa,Crawford,Nephrology,T-018,Anthonyburgh,AL,2,Williams-Bailey Medical School
PH-1718,4972392010,Veronica,Jackson,Oncology,T-004,Diazfort,KY,10,"Murray, Schwartz and Alvarado Medical School"
PH-1719,5396597442,Michael,Reyes,Internal Medicine,T-008,Elizabethburgh,AR,3,Miller-Mitchell Medical School
PH-1720,5374051337,Sharon,Lucero,Cardiology,T-009,Port Sean,NE,30,Figueroa-Wise Medical School
PH-1721,9768160855,Tyler,Davis,Internal Medicine,T-035,Turnerton,AS,37,Meyer-Gilbert Medical School
PH-1722,6881449908,Brian,Blanchard,Internal Medicine,T-013,Wesleyburgh,LA,36,"Williams, Kelly and Scott Medical School"
PH-1723,5099986324,Nathaniel,Sanchez,Endocrinology,T-012,South Jill,CT,37,Valenzuela Inc Medical School
PH-1724,0851846689,Angela,Cowan,Internal Medicine,T-009,Candaceburgh,CA,7,Kelly PLC Medical School
PH-1725,6183073480,Natalie,Williams,Internal Medicine,T-023,East Diane,MT,39,Moore-Jensen Medical School
PH-1726,7205548298,Molly,Ho,General Practice,T-039,Lake Chelsealand,PR,21,Ruiz-Vega Medical School
PH-1727,9847460429,John,Bryant,Hospitalist,T-014,South Jenniferview,TX,26,Hatfield-Hobbs Medical School
PH-1728,1461727580,Lindsey,Cooper,Hematology,T-031,New Marilyn,HI,25,Griffin-Bender Medical School
PH-1729,6988979887,Shelia,Rivera,Internal Medicine,T-020,Markview,FM,17,Blake-Levy Medical School
PH-1730,3401929360,Hayley,Estes,Internal Medicine,T-025,Whitemouth,MA,13,"Ritter, Travis and Perkins Medical School"
PH-1731,4638901248,Justin,Phillips,Family Practice,T-028,South Jennifer,TN,6,Russell-Morse Medical School
PH-1732,1568622307,Anthony,Barnes,Family Practice,T-035,Aprilmouth,IN,18,Gray and Sons Medical School
PH-1733,2743303727,Carlos,Gutierrez,Internal Medicine,T-020,West Kenneth,VI,5,Barnes-Hensley Medical School
PH-1734,1213807828,Rebecca,Ryan,Internal Medicine,T-019,South Robertmouth,UT,16,Reed-Hensley Medical School
PH-1735,5866356541,Alexandra,Johnson,Oncology,T-004,West Donald,GA,15,"Mills, Fernandez and Reynolds Medical School"
PH-1736,0594699842,Amanda,Zamora,Rheumatology,T-035,Shaneton,MA,14,Williams Inc Medical School
PH-1737,3298871232,Samantha,Clark,Internal Medicine,T-038,Duffyhaven,NE,36,Martinez-Ramos Medical School
PH-1738,7862685272,Allison,Rodgers,Family Practice,T-019,Lake Johntown,NY,25,Cole-Perez Medical School
PH-1739,4710628334,Dana,Reed,Emergency Medicine,T-040,Timothymouth,MH,8,Thompson-Finley Medical School
PH-1740,2770045358,Michael,Silva,Cardiology,T-016,North Shelly,WI,19,Walker-Fields Medical School
PH-1741,2285704240,Kathryn,Maddox,Geriatrics,T-013,Matthewport,PW,7,Boyd-Barber Medical School
PH-1742,3977041167,Tasha,Medina,Geriatrics,T-034,West Kristinachester,SC,36,Ross-Newman Medical School
PH-1743,3865690448,Emily,Hurst,Internal Medicine,T-024,Porterbury,IL,18,Dawson PLC Medical School
PH-1744,1248955877,Anthony,Hopkins,Hospitalist,T-029,Vancebury,TX,25,"Green, Edwards and Pittman Medical School"
PH-1745,4264076089,Marcus,Brown,Cardiology,T-024,Lake Brandon,VI,11,Johnston Inc Medical School
PH-1746,1387162833,Michael,Dunn,Endocrinology,T-034,West Patriciaside,WI,28,Johnson Ltd Medical School
PH-1747,0153374356,Stephen,Anderson,Oncology,T-038,Henryhaven,WI,14,Jones-Flores Medical School
PH-1748,6596957945,Susan,Peterson,Family Practice,T-021,Cherylstad,MN,39,Vance LLC Medical School
PH-1749,3629171485,Nancy,Krueger,Rheumatology,T-008,Priscillaside,IN,20,"Cooper, Martin and Edwards Medical School"
PH-1750,5207882165,Cole,Jones,Internal Medicine,T-022,North Kevin,PW,7,Henry-Page Medical School
PH-1751,5203027694,Steven,Johnson,Internal Medicine,T-001,West Stephanie,ID,29,"Cox, Garrison and Jackson Medical School"
PH-1752,1244029363,Keith,Houston,Rheumatology,T-004,New Johnburgh,AS,35,"Davis, Arnold and Williams Medical School"
PH-1753,2579599004,Sara,Mendoza,Geriatrics,T-040,Christopherbury,MH,7,Nguyen Group Medical School
PH-1754,0189113434,Laurie,Mckinney,Gastroenterology,T-027,Jonesborough,PA,16,"Hanson, Holt and Stafford Medical School"
PH-1755,6861273421,Kayla,Hernandez,Geriatrics,T-023,New Christopher,UT,11,"Harris, Miller and Walker Medical School"
PH-1756,1494802989,Brent,Gardner,Pulmonology,T-033,New Noahchester,ME,36,Moore-Wilson Medical School
PH-1757,9199082133,Manuel,Brandt,Nephrology,T-017,North Scott,FL,35,Hodges Ltd Medical School
PH-1758,6704171038,Rachel,Davis,Oncology,T-032,New Laurafort,LA,3,Morris Inc Medical School
PH-1759,1332034495,Russell,Rubio,Gastroenterology,T-035,West Patriciafort,WI,14,Cooper-Mckenzie Medical School
PH-1760,7752572316,Katelyn,Clark,Pulmonology,T-031,Johnsonborough,TN,31,Moyer-Gordon Medical School
PH-1761,1105703996,Michele,Harris,Geriatrics,T-024,Rossmouth,AK,23,Reed PLC Medical School
PH-1762,4696693233,Hannah,Brown,Neurology,T-014,Rodriguezmouth,NC,15,Harrington PLC Medical School
PH-1763,7140863323,Kenneth,Richard,Cardiology,T-027,Morganside,WI,15,Carter-Keith Medical School
PH-1764,8883923759,Jessica,Pittman,Geriatrics,T-008,Lopezhaven,PR,15,Gentry-Roberson Medical School
PH-1765,2585455139,Kayla,Shannon,Internal Medicine,T-013,Harringtonborough,PW,34,Stone-Martin Medical School
PH-1766,3678838736,Natalie,Randall,Hematology,T-032,East Stephanie,ND,32,Johnson Ltd Medical School
PH-1767,3647584664,Zachary,Rojas,General Practice,T-013,Coreybury,NM,1,Anderson Group Medical School
PH-1768,3175529776,Benjamin,Green,Cardiology,T-015,Adamville,DE,14,"Parsons, King and Miller Medical School"
PH-1769,7281436116,Amber,Wilson,Family Practice,T-034,Paultown,VI,18,Rich Inc Medical School
PH-1770,1892605554,Nicholas,Bell,Family Practice,T-029,Gregoryfurt,NY,31,James LLC Medical School
PH-1771,3771403445,Juan,Morgan,Internal Medicine,T-025,Emilychester,AK,38,Hall Inc Medical School
PH-1772,1196227238,Nicholas,Matthews,Cardiology,T-027,Gloriaville,SD,2,"Church, Wallace and Brennan Medical School"
PH-1773,3683850957,Andrew,Tyler,Cardiology,T-014,West Anthony,VT,25,"Berry, Russell and Sellers Medical School"
PH-1774,5081136403,Joshua,Rose,Nephrology,T-029,Annaborough,VI,20,"Ali, Hess and Johnson Medical School"
PH-1775,6279595142,Brittney,Kelly,Family Practice,T-022,Chloefurt,NE,35,"Murphy, Taylor and Miller Medical School"
PH-1776,7562752800,Daniel,Rasmussen,Emergency Medicine,T-017,Lake Victoriaborough,KY,16,Murray-Bates Medical School
PH-1777,4592351638,Jeremy,Martin,Internal Medicine,T-002,Reginahaven,PA,4,Higgins-Mcdaniel Medical School
PH-1778,0017078129,Justin,Douglas,Endocrinology,T-034,Sullivanland,WA,30,"Allen, Gates and Sawyer Medical School"
PH-1779,9484142355,Kim,Cobb,Nephrology,T-039,Lake Jason,GA,25,"Nichols, Kennedy and Howard Medical School"
PH-1780,6798130265,Nicholas,Walsh,Family Practice,T-020,Davisland,MA,16,"Castro, Stephenson and Daniel Medical School"
PH-1781,1870894107,Jessica,Martinez,Family Practice,T-037,Wilsonport,MO,40,Scott-Marquez Medical School
PH-1782,1198309754,Gerald,Saunders,Family Practice,T-002,Lewishaven,PW,9,"Hodge, Cannon and Cordova Medical School"
PH-1783,2377487700,Taylor,Castro,Nephrology,T-022,Lake Dylanbury,HI,22,Velazquez-Moore Medical School
PH-1784,8082267990,Christina,Wade,Rheumatology,T-029,Lunaberg,ND,38,Ward-Ball Medical School
PH-1785,3839571646,Katherine,Barnett,Rheumatology,T-033,North Kayla,AL,18,Lopez Ltd Medical School
PH-1786,7090703780,Allison,Hunt,Gastroenterology,T-033,Ellisonchester,WV,1,"Walker, Johnson and Mcbride Medical School"
PH-1787,0983484926,Travis,Torres,Cardiology,T-004,Grimesburgh,RI,18,Bailey-Phelps Medical School
PH-1788,4456572676,Michael,Hill,Cardiology,T-032,New Dakota,OR,33,Jimenez-Ray Medical School
PH-1789,0034522026,Theresa,Sanders,Gastroenterology,T-036,North Jay,PR,6,"Price, Crane and Scott Medical School"
PH-1790,2573309074,Kimberly,Williams,Cardiology,T-034,Perezland,NE,23,"Cooper, Holland and Nelson Medical School"
PH-1791,6751258379,Brittney,Johnson,Rheumatology,T-024,Maryborough,MO,13,"Glass, Russell and Galvan Medical School"
PH-1792,3276334228,Sherry,Terry,Cardiology,T-013,Port Stacey,NC,37,Marshall and Sons Medical School
PH-1793,7225931033,Jennifer,Summers,Pulmonology,T-017,North Amyshire,ME,15,Pena LLC Medical School
PH-1794,0370433331,Cynthia,Medina,Hematology,T-030,New Juan,MO,34,"Miranda, Miller and Ward Medical School"
PH-1795,7804737198,Lauren,May,Family Practice,T-003,Karenville,NJ,7,Duncan-Cruz Medical School
PH-1796,0645544215,Tracy,Horton,Family Practice,T-007,South Christine,GA,40,Roberts-Morris Medical School
PH-1797,2739688593,Jose,Nixon,Internal Medicine,T-001,Lake Leah,AZ,4,Morrison PLC Medical School
PH-1798,9783315032,Cody,Hicks,General Practice,T-029,Maynardstad,WI,21,Becker Ltd Medical School
PH-1799,0250666860,Richard,Ellis,Endocrinology,T-009,Troyfort,CO,12,Poole-Ray Medical School
PH-1800,8632895910,Jerry,Rogers,Hospitalist,T-006,Dwaynefort,MS,20,Hernandez LLC Medical School
PH-1801,5963743963,Candace,Scott,Oncology,T-038,Sallyport,AL,8,Hawkins LLC Medical School
PH-1802,5465653170,William,Robinson,Internal Medicine,T-024,East Joannaland,AK,7,"Thomas, Roman and Mcdonald Medical School"
PH-1803,3663256732,George,Blair,Internal Medicine,T-035,Samanthamouth,KY,30,"Lewis, Petty and Simmons Medical School"
PH-1804,6019109048,April,Foster,Family Practice,T-011,Lake Scottberg,MT,20,Torres-Campos Medical School
PH-1805,8937859541,Todd,Jordan,Oncology,T-034,Port Lisatown,PA,1,Simpson Group Medical School
PH-1806,4581045734,Robert,Ali,Hospitalist,T-018,Jonathanfort,WY,17,Barker and Sons Medical School
PH-1807,8780528905,Paul,Cooper,Internal Medicine,T-023,New Jamesside,AS,25,Singh-Ramos Medical School
PH-1808,9888374345,Bradley,Weiss,Geriatrics,T-022,Christinehaven,AZ,3,Moore-Morris Medical School
PH-1809,2308996469,Stephanie,Martin,Neurology,T-019,West Kim,IN,34,King-Sullivan Medical School
PH-1810,5212156038,Shannon,Smith,Emergency Medicine,T-001,East Markport,MT,21,"Roberts, Simmons and Conway Medical School"
PH-1811,9037647476,Jessica,Aguilar,Endocrinology,T-037,South Christopherburgh,DE,1,Williams-Webster Medical School
PH-1812,9655868190,Bobby,Poole,Hospitalist,T-027,West Adrianabury,IL,21,Watson PLC Medical School
PH-1813,6601385500,Gary,Morgan,Geriatrics,T-040,Leehaven,AL,26,Frey Inc Medical School
PH-1814,1245718158,Brian,Adkins,Endocrinology,T-001,New Kennethshire,WI,36,"Wilson, Gentry and Garrett Medical School"
PH-1815,5055191939,Robert,Kim,Hospitalist,T-017,Nortonfort,CA,23,Smith-Smith Medical School
PH-1816,4929328507,Samantha,Miles,General Practice,T-007,Millershire,IN,15,Hess Inc Medical School
PH-1817,3495220940,Elizabeth,Acevedo,Geriatrics,T-004,South Monique,CA,14,Crawford-Boyd Medical School
PH-1818,5627480661,Carlos,Hull,Endocrinology,T-007,South Kristina,WA,32,Le Ltd Medical School
PH-1819,3069516571,Gary,Wilson,Gastroenterology,T-010,Williamsland,ND,17,Nolan Ltd Medical School
PH-1820,2399330255,Brandy,Reese,Endocrinology,T-006,Carpenterberg,AR,22,French-Walker Medical School
PH-1821,4596889109,Jane,Schultz,Rheumatology,T-020,Daltonton,LA,1,Johnson-Martin Medical School
PH-1822,1203608164,Kimberly,Pugh,Internal Medicine,T-006,West Jonathanchester,MP,19,Walter Ltd Medical School
PH-1823,1971408346,Anne,Baker,Family Practice,T-033,Anthonyfurt,AL,23,"Frazier, Atkinson and Cook Medical School"
PH-1824,8062745669,Angela,Sutton,Hospitalist,T-013,Ashleyton,NM,7,Thomas-Mcgrath Medical School
PH-1825,1429049577,Rebecca,White,Internal Medicine,T-027,Lake Kathleen,ND,26,Gibson-Mullins Medical School
PH-1826,9195301647,Don,Baird,Rheumatology,T-036,Martinezport,TX,27,"Bennett, Stone and Aguilar Medical School"
PH-1827,0262976116,Paul,Mack,Hospitalist,T-002,Grahamborough,ME,33,"Boyd, Nelson and Pugh Medical School"
PH-1828,8967016562,Mary,Reese,Endocrinology,T-038,Bradleyland,MH,16,Underwood-Crawford Medical School
PH-1829,2312524235,Edward,Carey,Hematology,T-026,Guerratown,NC,35,Mcgee-Mills Medical School
PH-1830,9496172150,Matthew,Hernandez,Neurology,T-023,Rebekahbury,MA,29,Saunders and Sons Medical School
PH-1831,1845605993,Keith,Hernandez,Internal Medicine,T-023,East Jessica,VT,7,Smith Inc Medical School
PH-1832,2944314140,Lindsey,Medina,Emergency Medicine,T-032,Huntview,UT,31,Becker Ltd Medical School
PH-1833,7798240211,Ronald,Schmidt,Oncology,T-007,North Jay,RI,1,"Glenn, Santana and Holmes Medical School"
PH-1834,8100962426,Maurice,Ford,Nephrology,T-032,Cochranmouth,MN,6,"Wells, Compton and Parsons Medical School"
PH-1835,5263488823,Kaitlyn,Gay,Family Practice,T-007,West Lance,WA,26,Anderson LLC Medical School
PH-1836,3511788280,Mark,Mercer,Nephrology,T-036,Matthewbury,OH,21,"Rose, Dixon and Ruiz Medical School"
PH-1837,0476766608,David,Payne,Family Practice,T-017,Evanshaven,NV,33,Sharp and Sons Medical School
PH-1838,0753136859,Jake,Watson,Internal Medicine,T-012,South David,TN,16,"Johnson, Skinner and Joseph Medical School"
PH-1839,1443010614,Sandra,Kelly,Gastroenterology,T-015,Velazquezstad,VT,27,Collins-Huynh Medical School
PH-1840,3199711533,Lori,Eaton,Gastroenterology,T-002,Martinchester,MP,36,"Mcdonald, Davis and Brady Medical School"
PH-1841,3434499758,Jacqueline,Cervantes,Endocrinology,T-013,Simshaven,NC,15,"Davis, Cantu and Hunt Medical School"
PH-1842,0215992794,Jeff,Kim,Internal Medicine,T-022,New David,MH,26,Aguilar-Williams Medical School
PH-1843,3312223954,Angela,Noble,Internal Medicine,T-010,Smithmouth,IL,25,"Wilson, Collins and David Medical School"
PH-1844,8368747774,Adam,Smith,Neurology,T-038,Cruzstad,MO,24,Smith Group Medical School
PH-1845,6228212821,Bianca,Reilly,Internal Medicine,T-033,Grimesside,GA,17,Peters-Green Medical School
PH-1846,7264393304,Jennifer,Ward,Internal Medicine,T-002,Hudsonton,MH,32,Morales-Levy Medical School
PH-1847,0485312344,Jamie,Peterson,Family Practice,T-024,Bethside,CO,9,Levy Ltd Medical School
PH-1848,4651242106,Kara,Mcdonald,Family Practice,T-017,South Katherinetown,ME,30,"Page, Hurley and Mccormick Medical School"
PH-1849,4811659558,Lindsay,Mckinney,Internal Medicine,T-011,Garrettbury,NM,21,"Fischer, Morse and Clark Medical School"
PH-1850,6365972767,Ronald,Vasquez,Endocrinology,T-029,Diazborough,MN,24,"Coleman, Clark and Rowe Medical School"
PH-1851,1749195380,Susan,Pearson,Cardiology,T-017,Haroldfort,PR,18,Lee PLC Medical School
PH-1852,9076150011,Christopher,Lynch,Gastroenterology,T-020,Kyletown,ME,37,White-Gonzalez Medical School
PH-1853,4792149901,Aaron,Barber,Nephrology,T-017,Davisfurt,WI,9,Petersen-Padilla Medical School
PH-1854,0499157380,Patrick,Austin,Emergency Medicine,T-029,Murraybury,MS,31,White-Johnson Medical School
PH-1855,6102372643,Emily,Brown,Cardiology,T-020,Bradleymouth,GA,9,Pruitt-Oliver Medical School
PH-1856,7155793277,Adrian,Wilson,Internal Medicine,T-027,Kyleville,MP,15,Lowe-Harris Medical School
PH-1857,2609685688,Hailey,Dillon,Internal Medicine,T-019,Websterton,WV,26,"Cooper, Jacobs and Gonzalez Medical School"
PH-1858,5867943364,Joseph,Crawford,Emergency Medicine,T-025,South James,NM,26,Franco-Barrett Medical School
PH-1859,5964587669,Jonathon,Aguilar,Family Practice,T-028,Teresaland,MI,18,Wilkinson-Lamb Medical School
PH-1860,3474502405,John,Simpson,Oncology,T-003,New Jessicahaven,RI,2,Edwards-Perez Medical School
PH-1861,9450375480,Kendra,Olson,Emergency Medicine,T-019,West Jeromeborough,ID,17,"Ferguson, Buckley and Carpenter Medical School"
PH-1862,2913696480,Heather,Hill,Internal Medicine,T-012,South Jeffreyborough,AR,3,Miller-Smith Medical School
PH-1863,6324051026,Michael,Hall,Family Practice,T-026,Welchchester,IL,35,Macdonald Group Medical School
PH-1864,7464660332,Rebecca,Gonzalez,General Practice,T-036,Bakermouth,PA,7,Patton Ltd Medical School
PH-1865,9410102760,Timothy,Ferguson,Family Practice,T-036,Dannyport,NC,16,Vargas-Murray Medical School
PH-1866,9738330614,John,Preston,Cardiology,T-001,Atkinsstad,KY,25,"Potts, Rice and Clark Medical School"
PH-1867,5052602706,Michelle,Ruiz,Family Practice,T-016,Avilaton,NJ,16,Fields Ltd Medical School
PH-1868,8129236139,Daniel,Lopez,Family Practice,T-029,Kingshire,NC,39,Choi-Garcia Medical School
PH-1869,3376870580,Tracy,Jones,Family Practice,T-016,Lake Leahfurt,PR,20,"Cox, Tanner and Cardenas Medical School"
PH-1870,4070783847,Alyssa,Adams,Internal Medicine,T-014,Port Alex,KS,26,"Skinner, Bell and Lewis Medical School"
PH-1871,5404492728,Brian,Smith,Internal Medicine,T-007,Port Shannonhaven,IA,33,"Hartman, Lara and Scott Medical School"
PH-1872,1678598444,Pamela,Pierce,Rheumatology,T-020,Wendyshire,IL,3,Gonzalez and Sons Medical School
PH-1873,0756052699,Kimberly,Martinez,Hospitalist,T-026,Erikton,MH,11,Lawson PLC Medical School
PH-1874,9663309235,Melissa,Ross,Neurology,T-030,Tanyabury,AK,12,Harper-Watkins Medical School
PH-1875,5402732012,Michelle,Burton,Hospitalist,T-033,Jasonside,PW,13,Smith-Carter Medical School
PH-1876,3182068204,Allison,Martinez,Neurology,T-034,New Johnton,PW,26,Evans-Roberts Medical School
PH-1877,7385779739,Lisa,Pugh,Endocrinology,T-036,West Mariah,MA,40,"Frazier, Young and Gallegos Medical School"
PH-1878,5182723826,Sarah,Christian,Cardiology,T-009,Mirandaville,NY,23,Lopez-Cox Medical School
PH-1879,7688155903,Brian,Palmer,Internal Medicine,T-023,Lunamouth,PR,17,Green-Shaw Medical School
PH-1880,6150488491,Nicole,Bruce,Oncology,T-002,New Ashleyview,LA,20,Joseph-Williams Medical School
PH-1881,5076955593,Micheal,Cook,Geriatrics,T-003,Port Bryanberg,TN,12,Griffin LLC Medical School
PH-1882,4777745925,Justin,Erickson,Gastroenterology,T-036,East Willie,FL,14,Doyle-Burnett Medical School
PH-1883,3797900704,Morgan,Orozco,Nephrology,T-034,Amyport,OK,6,"Mclaughlin, Murray and Baker Medical School"
PH-1884,1662395671,Eric,Cox,Family Practice,T-036,West Rachel,GA,22,Jordan-Baker Medical School
PH-1885,0641227276,Michael,Trujillo,Cardiology,T-030,Lisaville,UT,40,"Harris, Garcia and Escobar Medical School"
PH-1886,0054558345,Michael,Richmond,Family Practice,T-019,Sandraburgh,DE,6,Gay-Huber Medical School
PH-1887,3357668089,Michael,Smith,Internal Medicine,T-037,North Wesleyton,LA,7,Miller Inc Medical School
PH-1888,5578521979,Jesse,Myers,Geriatrics,T-011,Eatonbury,VI,15,Barnett Group Medical School
PH-1889,0898885010,Miguel,Tyler,Family Practice,T-005,New Christian,CT,23,Randall-Thompson Medical School
PH-1890,2640093339,Ryan,Porter,Hematology,T-009,East Reneebury,ND,15,"Fields, Stone and Acevedo Medical School"
PH-1891,1889384478,Cory,Avila,Internal Medicine,T-006,Reynoldsbury,WA,17,Gilmore-Brock Medical School
PH-1892,0834812426,Ryan,Castillo,Endocrinology,T-008,Lake Lisa,ME,21,Charles-Scott Medical School
PH-1893,8327966379,Kristen,Murphy,Oncology,T-038,Lake Heatherfort,NV,8,Nelson-Knight Medical School
PH-1894,4687144693,Tonya,Carroll,Emergency Medicine,T-035,Johnmouth,MA,14,Powell-Valdez Medical School
PH-1895,3940269089,Linda,Adams,Internal Medicine,T-010,Myershaven,CA,12,Stanley PLC Medical School
PH-1896,2292324687,Derrick,Berger,Internal Medicine,T-034,South Jared,NM,10,"Grant, Nelson and Zavala Medical School"
PH-1897,1386748578,John,Hebert,Gastroenterology,T-017,Markfurt,TX,3,Lowe-Cole Medical School
PH-1898,6578680055,Carlos,Navarro,Internal Medicine,T-001,Walshfort,SD,12,Green-Scott Medical School
PH-1899,9436327056,Daniel,Hayden,Cardiology,T-013,Jamesview,AS,34,Thompson-Brown Medical School
PH-1900,2186747152,Brent,Nguyen,Family Practice,T-022,New Tashastad,TN,4,"Smith, Peterson and Brooks Medical School"
PH-1901,1335850814,Vanessa,Gaines,Nephrology,T-019,Lake Anna,VI,2,Nolan-Jenkins Medical School
PH-1902,3279042338,Cody,Morales,Internal Medicine,T-010,Lake Madisonton,AZ,34,Hernandez-Morrison Medical School
PH-1903,8457496599,Andrew,Boone,Internal Medicine,T-011,Smithburgh,MI,12,"Oliver, Davis and Wilson Medical School"
PH-1904,4358304077,Jessica,Harmon,Family Practice,T-008,Davidton,NE,11,Smith and Sons Medical School
PH-1905,2168974537,Daniel,Murillo,Internal Medicine,T-036,Port Eric,LA,10,Miller and Sons Medical School
PH-1906,7431266656,Melissa,Thompson,Oncology,T-008,South Christopher,MT,36,Morgan-Johnson Medical School
PH-1907,2475552672,Patricia,Craig,Cardiology,T-012,Sotofort,WA,14,Thomas Ltd Medical School
PH-1908,5100568706,Beth,Flores,Geriatrics,T-021,Port Chadburgh,CO,22,"Mills, Atkinson and Chavez Medical School"
PH-1909,9323539330,Crystal,Wood,Nephrology,T-030,Jessicamouth,CO,39,Rivera-Roth Medical School
PH-1910,7943218302,Joseph,Foster,Emergency Medicine,T-023,Roberthaven,WY,7,Fuller-Sutton Medical School
PH-1911,1902041154,Amy,Johnson,Internal Medicine,T-026,Coreybury,ID,38,Myers-Diaz Medical School
PH-1912,3363305754,James,Haynes,Oncology,T-022,North Beckyside,MH,10,Wilson-Wise Medical School
PH-1913,4377021704,Scott,Rodriguez,Emergency Medicine,T-006,West Jane,VI,17,"Jackson, Roach and Davenport Medical School"
PH-1914,3397178568,Daniel,Gray,Neurology,T-038,Brooksstad,PA,24,Snyder Ltd Medical School
PH-1915,3930105591,Kim,Obrien,Family Practice,T-008,East Jennifer,CA,21,Chapman-Carney Medical School
PH-1916,6470894406,Michael,Love,Endocrinology,T-021,Sarahstad,GU,39,Werner LLC Medical School
PH-1917,9357076509,Jose,White,Family Practice,T-018,South Amandamouth,NE,28,Delgado Ltd Medical School
PH-1918,2719260261,David,Graham,Cardiology,T-032,Lake Davidbury,NE,12,Matthews Inc Medical School
PH-1919,9490817003,Virginia,Porter,Internal Medicine,T-027,Estradahaven,AK,10,Hickman-Pham Medical School
PH-1920,8777701497,Dennis,Cruz,Endocrinology,T-032,North Daniel,MA,26,Holland-Mejia Medical School
PH-1921,9646077359,Michael,Dominguez,Family Practice,T-023,New Lisaberg,AZ,34,Grimes-Valenzuela Medical School
PH-1922,1356397489,Gregg,Williams,Family Practice,T-040,Kellychester,NH,23,"Baker, Cochran and Warren Medical School"
PH-1923,7358182177,Jose,Cole,Cardiology,T-007,Victorbury,MN,40,"Mcfarland, Estrada and Landry Medical School"
PH-1924,8438356999,Terry,Martinez,Hospitalist,T-002,Duaneton,MP,18,Carr Inc Medical School
PH-1925,6469126719,Christopher,Fisher,Cardiology,T-037,East Mike,TX,34,Lewis Inc Medical School
PH-1926,3878305682,Zachary,Rojas,Neurology,T-018,Brooksbury,MA,24,Thompson-Norris Medical School
PH-1927,0294874781,Daniel,Hansen,Neurology,T-030,Garzashire,ID,10,Reese-Martinez Medical School
PH-1928,3922293177,William,Rogers,Family Practice,T-011,Port Johnview,TX,2,"Shepherd, Gonzales and Copeland Medical School"
PH-1929,0557779174,James,Melendez,General Practice,T-036,Jasonmouth,IL,33,Wright-Buckley Medical School
PH-1930,1157509272,Brendan,Nelson,Neurology,T-040,Lake Kristinfurt,OR,25,"Bond, Hayes and Gomez Medical School"
PH-1931,6294339168,Nicholas,Serrano,Internal Medicine,T-019,Brayhaven,ND,18,Nguyen-Ross Medical School
PH-1932,4394410104,Dustin,Tucker,Family Practice,T-019,Greenborough,MI,23,Skinner-Hernandez Medical School
PH-1933,0181889699,Darlene,Lewis,Internal Medicine,T-016,Port Melanie,SC,1,"Sanchez, West and Ashley Medical School"
PH-1934,3848111570,Melissa,Evans,Cardiology,T-034,Randallland,VI,8,Mitchell-Fitzpatrick Medical School
PH-1935,2624554620,Rhonda,Ali,Internal Medicine,T-005,West Jenna,WY,26,Dean-Dominguez Medical School
PH-1936,2394071734,Jeremy,Cruz,Endocrinology,T-013,Port Claudiamouth,MP,19,Kennedy-Williams Medical School
PH-1937,0603981079,Wanda,Howard,Family Practice,T-026,Leeberg,CA,40,Chen-Rojas Medical School
PH-1938,2022417561,Patrick,Williams,Nephrology,T-012,Ryanland,NC,2,"Best, Rogers and Martinez Medical School"
PH-1939,3366502859,Lauren,Jones,Cardiology,T-028,Hortonmouth,OH,18,Gonzales PLC Medical School
PH-1940,1578290524,Brittany,Jackson,Family Practice,T-022,Lake Ginaport,GA,12,"Aguilar, Lawson and Gordon Medical School"
PH-1941,4140138569,Bianca,Carpenter,Cardiology,T-037,Melissachester,MD,7,Smith Inc Medical School
PH-1942,2017402098,Deborah,Miles,Hospitalist,T-024,Montgomeryhaven,NY,12,"Myers, Cox and Phillips Medical School"
PH-1943,1827291367,Olivia,Murphy,Internal Medicine,T-040,South Larryview,UT,9,"Ray, Ferrell and Levy Medical School"
PH-1944,3218011308,Leonard,Taylor,Family Practice,T-037,West Richardside,WI,13,Eaton and Sons Medical School
PH-1945,4284022462,Sherri,Woods,Neurology,T-010,Lake Johnburgh,AL,13,Edwards LLC Medical School
PH-1946,2386707760,Larry,Taylor,Internal Medicine,T-015,Lake Victoria,TN,7,"Lawrence, Nichols and Bowman Medical School"
PH-1947,6674087721,Bernard,Santos,Hematology,T-032,Port Kelly,UT,35,Smith and Sons Medical School
PH-1948,0510972472,Melvin,White,Internal Medicine,T-036,Keithland,NE,21,"Cochran, Zhang and Watkins Medical School"
PH-1949,3927639852,Jeffrey,Sandoval,Family Practice,T-004,Port Sarah,OK,11,Velez Ltd Medical School
PH-1950,3278680704,Henry,Walter,Gastroenterology,T-037,Rebeccamouth,WI,23,"Hall, Meyer and Guzman Medical School"
PH-1951,9311699213,Lucas,Edwards,Family Practice,T-027,Cortezstad,AL,39,Lucero-Barajas Medical School
PH-1952,0775088494,Donna,Lynch,Internal Medicine,T-023,Gonzalezstad,NH,16,Wagner-Bush Medical School
PH-1953,6213805951,Cheryl,Morrow,Family Practice,T-004,Jodiview,WA,40,Martin LLC Medical School
